Contrast,Dissimilarity,Homogeneity,Energy,Correlation,ASM,Label
[[1.83622512 3.44577685 2.36397602 3.70999439]],[[0.62801643 1.02245929 0.79874126 1.03878239]],[[0.77305802 0.66278083 0.71650173 0.66662672]],[[0.21100465 0.17863701 0.19387168 0.17852589]],[[0.90754578 0.82663185 0.88099486 0.81333482]],[[0.04452296 0.03191118 0.03758623 0.03187149]],nocorrosion
[[0.18436892 0.35904677 0.2283236  0.32385759]],[[0.11214901 0.16940584 0.12782736 0.15503467]],[[0.9502853  0.93099189 0.94491788 0.93538899]],[[0.70380377 0.70105695 0.70328678 0.70100792]],[[0.99297693 0.98633092 0.99130259 0.98767059]],[[0.49533975 0.49148085 0.49461229 0.49141211]],nocorrosion
[[0.5656746  0.90533323 0.47412698 0.91908482]],[[0.23849206 0.32386001 0.20964286 0.33454241]],[[0.91028583 0.88621556 0.91686702 0.88238121]],[[0.75664905 0.75046026 0.75422134 0.75069797]],[[0.96329874 0.94146157 0.96923839 0.9405724 ]],[[0.57251778 0.5631906  0.56884983 0.56354744]],nocorrosion
[[2.30175983 4.24578936 2.21303393 3.08411271]],[[0.58675745 0.94660846 0.67199601 0.85468528]],[[0.81364935 0.72166233 0.77259635 0.7226589 ]],[[0.27877396 0.25412839 0.26381003 0.25181128]],[[0.92369216 0.8594258  0.92691062 0.89788937]],[[0.07771492 0.06458124 0.06959573 0.06340892]],nocorrosion
[[1.95910996 2.5175757  1.8809634  2.63367947]],[[0.53263313 0.6172575  0.5255217  0.62907448]],[[0.83767262 0.82335432 0.83748575 0.82261804]],[[0.58213958 0.58056476 0.5819199  0.58054014]],[[0.92462345 0.90320221 0.92764361 0.89873816]],[[0.33888649 0.33705544 0.33863077 0.33702685]],nocorrosion
[[0.36418444 0.61259747 0.38645882 0.63428769]],[[0.2645476  0.37907889 0.26614125 0.38641987]],[[0.87725977 0.83192336 0.87800223 0.82937951]],[[0.25235125 0.23256803 0.24936791 0.23255316]],[[0.9858136  0.97616179 0.98496144 0.9753175 ]],[[0.06368116 0.05408789 0.06218435 0.05408097]],nocorrosion
[[0.51385634 0.75289483 0.52730809 0.89957735]],[[0.34058695 0.40897243 0.34365353 0.48849636]],[[0.84625227 0.82612267 0.84563181 0.79244595]],[[0.20483293 0.19921901 0.20461825 0.18744422]],[[0.98331833 0.97556367 0.98288949 0.97080415]],[[0.04195653 0.03968821 0.04186863 0.03513534]],nocorrosion
[[0.94824561 1.8207672  1.10162723 1.50308642]],[[0.61630781 0.93147747 0.65754218 0.70783229]],[[0.72378647 0.61367204 0.71253518 0.71529289]],[[0.1964044  0.17103341 0.19562829 0.19732417]],[[0.95981427 0.92280319 0.95329056 0.93627251]],[[0.03857469 0.02925243 0.03827043 0.03893683]],nocorrosion
[[0.04319127 0.21520599 0.19775672 0.19728219]],[[0.02822872 0.07350563 0.06957399 0.07039649]],[[0.98715588 0.97244355 0.97375878 0.9731796 ]],[[0.77380538 0.7709783  0.77145712 0.77101499]],[[0.99684179 0.98428022 0.98553632 0.98558947]],[[0.59877477 0.59440754 0.5951461  0.59446411]],nocorrosion
[[0.44342327 1.03682141 0.74394501 0.96996155]],[[0.24361549 0.46210192 0.38519548 0.44762296]],[[0.89435961 0.8136338  0.83745089 0.81779033]],[[0.26801055 0.2340882  0.24266263 0.23481018]],[[0.98629823 0.96796295 0.97701241 0.97002515]],[[0.07182966 0.05479729 0.05888515 0.05513582]],nocorrosion
[[0.52050177 1.03192428 0.43662338 0.47776129]],[[0.24863388 0.3683324  0.31522478 0.38800433]],[[0.89626325 0.85965003 0.85302725 0.81457502]],[[0.2324258  0.2183264  0.21913112 0.20929289]],[[0.98675931 0.97373756 0.98888807 0.98783245]],[[0.05402175 0.04766642 0.04801845 0.04380351]],nocorrosion
[[0.73125056 1.2995552  1.05327553 1.35425204]],[[0.34876198 0.50538893 0.43181655 0.5185893 ]],[[0.85385827 0.80445303 0.82963329 0.8001477 ]],[[0.25787436 0.24134905 0.25060958 0.240517  ]],[[0.97037947 0.94741138 0.95736257 0.94519906]],[[0.06649918 0.05824937 0.06280516 0.05784843]],nocorrosion
[[0.42918173 0.78726247 0.5046663  0.83528172]],[[0.29588731 0.45367153 0.32461624 0.46743903]],[[0.86493633 0.80438977 0.85496019 0.80039346]],[[0.23020806 0.20671916 0.2248877  0.20516504]],[[0.98802398 0.97803094 0.9859151  0.9766922 ]],[[0.05299575 0.04273281 0.05057448 0.0420927 ]],nocorrosion
[[0.15187624 0.20356268 0.09712039 0.21181514]],[[0.07520217 0.09580423 0.06043936 0.09662355]],[[0.96855253 0.95985994 0.9725975  0.95992658]],[[0.35396469 0.3502668  0.35393982 0.35013041]],[[0.99319566 0.99087637 0.99564728 0.99050538]],[[0.125291   0.12268683 0.12527339 0.12259131]],nocorrosion
[[0.59178571 2.00500239 1.46204365 1.29255022]],[[0.34210317 0.69365832 0.54744048 0.4758251 ]],[[0.85088248 0.75526147 0.79839917 0.82303173]],[[0.36567215 0.3532897  0.36028004 0.35876365]],[[0.98932853 0.96386341 0.9736394  0.97670892]],[[0.13371612 0.12481361 0.12980171 0.12871135]],nocorrosion
[[1.4478657  2.01618647 0.94003988 2.18917567]],[[0.484306   0.6215086  0.35535394 0.63611445]],[[0.82426074 0.77988944 0.85838964 0.77986198]],[[0.19299452 0.17919307 0.20349112 0.17914206]],[[0.96406686 0.94981374 0.97656425 0.94549491]],[[0.03724688 0.03211016 0.04140864 0.03209188]],nocorrosion
[[3.95204987 7.48298992 4.97275292 7.11266418]],[[0.75089906 1.19624854 0.9219397  1.1333494 ]],[[0.8052575  0.74061671 0.77263873 0.75230118]],[[0.44664093 0.43539831 0.44018534 0.43678992]],[[0.94604288 0.89801495 0.93221372 0.9030683 ]],[[0.19948812 0.18957169 0.19376314 0.19078543]],nocorrosion
[[0.51262316 0.76437405 0.42983815 0.87028154]],[[0.34883181 0.46215152 0.29077135 0.49119865]],[[0.841073   0.79660337 0.8671927  0.78826649]],[[0.23698922 0.22096163 0.24757988 0.21924142]],[[0.97703142 0.965766   0.98074726 0.96102295]],[[0.05616389 0.04882404 0.0612958  0.0480668 ]],nocorrosion
[[2.05235906 5.27655637 3.92696179 5.25201649]],[[0.5715114  1.24920044 1.0585228  1.25193604]],[[0.81235784 0.64181562 0.67380935 0.63890466]],[[0.22956334 0.19329491 0.2003286  0.19300855]],[[0.96658047 0.91364531 0.93589823 0.91404699]],[[0.05269933 0.03736292 0.04013155 0.0372523 ]],nocorrosion
[[0.17010274 0.24215785 0.18971718 0.23722624]],[[0.10688992 0.14104357 0.11670171 0.13670173]],[[0.95194827 0.93819484 0.94798084 0.9401937 ]],[[0.77371937 0.77066993 0.77358924 0.77107442]],[[0.98967588 0.98531428 0.98848726 0.98561336]],[[0.59864166 0.59393214 0.59844032 0.59455576]],nocorrosion
[[0.46484844 0.67524758 0.56668803 1.00428778]],[[0.25675293 0.33514801 0.28415598 0.4009796 ]],[[0.89020462 0.86177124 0.88259877 0.84850356]],[[0.45564445 0.44939547 0.45365818 0.44874481]],[[0.98481977 0.97796659 0.98149383 0.96722995]],[[0.20761186 0.20195629 0.20580575 0.2013719 ]],nocorrosion
[[3.311787   4.74218344 3.43710692 5.20588588]],[[1.03644624 1.30545462 1.17227928 1.38389969]],[[0.64466576 0.58581534 0.59380501 0.57316312]],[[0.17483034 0.1603785  0.16262001 0.15774708]],[[0.84417895 0.77651422 0.83802667 0.75476372]],[[0.03056565 0.02572126 0.02644527 0.02488414]],nocorrosion
[[0.66543018 1.67803    1.34297702 1.70830994]],[[0.27832954 0.45135157 0.38181818 0.45099062]],[[0.89413169 0.86062026 0.87781794 0.86203035]],[[0.70046829 0.69646468 0.70167507 0.69619117]],[[0.97601326 0.9397632  0.95166301 0.93867623]],[[0.49065582 0.48506305 0.49234791 0.48468214]],nocorrosion
[[0.25166533 0.40810485 0.21697034 0.38945323]],[[0.11865097 0.17995624 0.12377354 0.17617404]],[[0.95008536 0.92600272 0.94520533 0.92681118]],[[0.43148652 0.42087321 0.43123407 0.42120393]],[[0.99308859 0.98877844 0.99404246 0.9892913 ]],[[0.18618062 0.17713426 0.18596283 0.17741275]],nocorrosion
[[0.29718254 0.47405134 0.21253968 0.47712054]],[[0.10936508 0.14233897 0.06190476 0.14357462]],[[0.96005703 0.9525711  0.97933886 0.95217509]],[[0.55806609 0.55528253 0.56479968 0.55521514]],[[0.99242958 0.98795472 0.9945925  0.98787673]],[[0.31143777 0.30833869 0.31899868 0.30826385]],nocorrosion
[[0.19379158 0.33942836 0.27177956 0.38138803]],[[0.13894589 0.18316392 0.16823647 0.2110353 ]],[[0.93545049 0.9199056  0.92465186 0.9073429 ]],[[0.35076144 0.34488752 0.34697958 0.34232184]],[[0.99615895 0.99326458 0.99460719 0.99243177]],[[0.12303359 0.1189474  0.12039483 0.11718424]],nocorrosion
[[0.15290414 0.3006685  0.14495608 0.22003525]],[[0.07489531 0.10392372 0.06951061 0.09624626]],[[0.9690266  0.96112243 0.97152098 0.96147044]],[[0.64127571 0.6380627  0.64179544 0.63847275]],[[0.99787182 0.99581769 0.99798241 0.9969393 ]],[[0.41123454 0.40712401 0.41190139 0.40764746]],nocorrosion
[[0.98014893 1.71074579 0.8927936  1.42026864]],[[0.45589758 0.65701684 0.47292354 0.64745389]],[[0.81474003 0.75265125 0.80115209 0.74353086]],[[0.18619095 0.16829254 0.18121319 0.16611334]],[[0.97455765 0.95553531 0.97678641 0.96302967]],[[0.03466707 0.02832238 0.03283822 0.02759364]],nocorrosion
[[1.28855175 1.73324379 1.16098162 2.06167338]],[[0.54653172 0.72237773 0.59930242 0.79647365]],[[0.78709896 0.721669   0.75036581 0.70283453]],[[0.19410461 0.1681043  0.17397405 0.16405822]],[[0.95825297 0.94383876 0.96238753 0.93320049]],[[0.0376766  0.02825906 0.03026697 0.0269151 ]],nocorrosion
[[0.2161817  0.33823613 0.23597447 0.40127365]],[[0.12493303 0.17036857 0.13687237 0.19356444]],[[0.94500997 0.92738488 0.93972089 0.91846667]],[[0.28202973 0.27358309 0.27931526 0.26953709]],[[0.98781796 0.98094032 0.98670318 0.97739256]],[[0.07954077 0.07484771 0.07801701 0.07265025]],nocorrosion
[[0.21841969 0.59970322 0.55544456 0.6036737 ]],[[0.10705596 0.16655972 0.16371628 0.18067699]],[[0.95662187 0.94464391 0.94782383 0.94077405]],[[0.41018829 0.40271446 0.4073573  0.40377792]],[[0.98254442 0.95204237 0.9557381  0.95184222]],[[0.16825443 0.16217893 0.16593997 0.16303661]],nocorrosion
[[0.46353308 0.94711961 0.65019445 0.90459889]],[[0.20028028 0.34504134 0.28493092 0.34341003]],[[0.91680724 0.86797144 0.88485271 0.86618084]],[[0.27682683 0.25946736 0.26677173 0.25822119]],[[0.97688904 0.95273096 0.96756363 0.95485371]],[[0.07663309 0.06732331 0.07116715 0.06667818]],nocorrosion
[[1.34384833 2.44368132 1.72696429 2.62535834]],[[0.47974511 0.65147715 0.52970238 0.67636168]],[[0.82841872 0.79695627 0.82117976 0.7925086 ]],[[0.60538798 0.59692405 0.60548084 0.59673463]],[[0.9580405  0.92372398 0.94597089 0.91805317]],[[0.36649461 0.35631832 0.36660705 0.35609222]],nocorrosion
[[0.1716764  0.31924429 0.21327014 0.28622122]],[[0.12118063 0.19821541 0.15409221 0.1838597 ]],[[0.94347945 0.91081062 0.92819147 0.91585021]],[[0.26855899 0.25380545 0.2611017  0.25538255]],[[0.99348631 0.98788861 0.99190891 0.98914238]],[[0.07212393 0.06441721 0.0681741  0.06522025]],nocorrosion
[[2.7292556  6.64289512 5.41284791 6.3014255 ]],[[0.88596838 1.61683854 1.4517346  1.58090879]],[[0.6930963  0.52835402 0.55584434 0.53357125]],[[0.15276379 0.11737103 0.12261764 0.11784421]],[[0.93673996 0.84609284 0.8746029  0.85400455]],[[0.02333678 0.01377596 0.01503509 0.01388726]],nocorrosion
[[0.12002706 0.17953204 0.11008753 0.15407385]],[[0.11416405 0.15703964 0.10559451 0.14216812]],[[0.94350374 0.92371775 0.94765091 0.93007792]],[[0.47969578 0.47462855 0.47988527 0.47517471]],[[0.99460287 0.9919296  0.99504997 0.99307401]],[[0.23010804 0.22527226 0.23028987 0.225791  ]],nocorrosion
[[0.24543302 0.33534521 0.24022252 0.39366953]],[[0.13106542 0.16317796 0.12928349 0.17037581]],[[0.94360768 0.93102553 0.94403842 0.93016923]],[[0.63594177 0.63378393 0.63648327 0.63346177]],[[0.98357469 0.97757491 0.9839236  0.97367466]],[[0.40442194 0.40168207 0.40511095 0.40127381]],nocorrosion
[[0.49352853 0.58430611 0.3035188  0.69479755]],[[0.32236737 0.36388519 0.24307769 0.39959508]],[[0.8539425  0.83632832 0.88405093 0.82551641]],[[0.22733774 0.21850402 0.23987557 0.21877112]],[[0.98521504 0.98250302 0.99090633 0.97919061]],[[0.05168245 0.04774401 0.05754029 0.0478608 ]],nocorrosion
[[1.14435589 3.12242643 1.62608953 1.66656283]],[[0.46139912 0.84683903 0.5791195  0.48850421]],[[0.8245603  0.74251666 0.79283862 0.83454611]],[[0.35342601 0.34224542 0.34726854 0.34979539]],[[0.97586947 0.93417759 0.96570857 0.96487297]],[[0.12490995 0.11713193 0.12059544 0.12235682]],nocorrosion
[[0.77516371 1.75713544 1.32908068 1.85998915]],[[0.42039909 0.74454231 0.62408068 0.77907422]],[[0.82109533 0.71373293 0.75052905 0.70262113]],[[0.24030184 0.20164136 0.21471242 0.19893355]],[[0.95605446 0.90042969 0.92469516 0.89460142]],[[0.05774498 0.04065924 0.04610143 0.03957456]],nocorrosion
[[0.34667296 0.60000045 0.49247598 0.63615366]],[[0.27374377 0.38131754 0.3256509  0.39323566]],[[0.86986281 0.82912327 0.85246688 0.82529797]],[[0.38303731 0.36561185 0.37838194 0.36502914]],[[0.97573948 0.9580225  0.96553777 0.95549326]],[[0.14671758 0.13367203 0.14317289 0.13324627]],nocorrosion
[[1.51234936 1.95591736 0.88357584 1.98243895]],[[0.6593883  0.80868852 0.49844529 0.80988859]],[[0.74325439 0.69324264 0.78628771 0.69380992]],[[0.21243631 0.19716596 0.22979871 0.1982472 ]],[[0.91588045 0.89125818 0.95077657 0.8897878 ]],[[0.04512918 0.03887442 0.05280745 0.03930195]],nocorrosion
[[1.87731362 4.40675015 2.67147321 2.36949812]],[[0.57105215 0.79371792 0.65255951 0.64171527]],[[0.79810446 0.78038087 0.78706234 0.77646386]],[[0.21969037 0.21860732 0.21747431 0.21063924]],[[0.95367182 0.89124147 0.93406604 0.94152272]],[[0.04826386 0.04778916 0.04729507 0.04436889]],nocorrosion
[[1.04412358 2.19216213 1.62080931 2.44292491]],[[0.41311176 0.61228496 0.58261712 0.6845419 ]],[[0.84592298 0.79662293 0.79233275 0.77932473]],[[0.336181   0.32508221 0.32672998 0.32316031]],[[0.98549676 0.96955273 0.9774883  0.96606954]],[[0.11301766 0.10567844 0.10675248 0.10443259]],nocorrosion
[[0.33469088 1.20911089 1.0604878  1.24695305]],[[0.17397092 0.5022977  0.46942758 0.52047952]],[[0.92691146 0.80644371 0.81511659 0.80020192]],[[0.36385302 0.32994159 0.33200295 0.32910056]],[[0.98872937 0.95934641 0.96432379 0.95805989]],[[0.13238902 0.10886145 0.11022596 0.10830718]],nocorrosion
[[0.86986771 2.26830542 1.47677903 1.50902218]],[[0.33816535 0.59740612 0.48589263 0.48955766]],[[0.8739013  0.81916677 0.83648835 0.83509739]],[[0.6679419  0.65803516 0.66273911 0.65874454]],[[0.95977588 0.89551757 0.93179855 0.93049159]],[[0.44614638 0.43301027 0.43922312 0.43394437]],nocorrosion
[[0.21210099 0.3579864  0.19613033 0.34523934]],[[0.14579328 0.21507854 0.1320427  0.21026882]],[[0.93336097 0.9054328  0.94004888 0.90695681]],[[0.29142665 0.27914388 0.29459583 0.27955011]],[[0.989533   0.98232811 0.99031851 0.98295853]],[[0.08492949 0.0779213  0.0867867  0.07814827]],nocorrosion
[[1.61199664 3.75268255 2.68019146 3.24719688]],[[0.69017657 1.11959973 0.93713576 1.055982  ]],[[0.72725246 0.62131635 0.65889438 0.62957698]],[[0.17074629 0.14256892 0.15057396 0.14284299]],[[0.9436162  0.86897121 0.90644719 0.88662691]],[[0.0291543  0.0203259  0.02267252 0.02040412]],nocorrosion
[[2.0714881  4.06881776 2.62490079 3.61937978]],[[0.65748016 1.03497688 0.76998016 0.98266103]],[[0.77452194 0.68989281 0.74967439 0.69527879]],[[0.2375048  0.21917178 0.23465096 0.22011007]],[[0.93784048 0.87815151 0.92136334 0.89160821]],[[0.05640853 0.04803627 0.05506107 0.04844844]],nocorrosion
[[0.72507937 1.58305463 1.03615385 1.21787747]],[[0.34785297 0.61017091 0.49020067 0.52728812]],[[0.85569753 0.7666506  0.79824416 0.7886007 ]],[[0.28834419 0.25014158 0.26346562 0.25842339]],[[0.96835397 0.93059199 0.95454614 0.94660772]],[[0.08314237 0.06257081 0.06941413 0.06678265]],nocorrosion
[[1.37484854 2.89662751 2.13378066 2.68790458]],[[0.39934052 0.65052346 0.53127987 0.62732758]],[[0.86536854 0.81648041 0.84006743 0.81785809]],[[0.34660983 0.3285694  0.338495   0.32756465]],[[0.90170578 0.78896977 0.84437506 0.80416683]],[[0.12013838 0.10795785 0.11457887 0.1072986 ]],nocorrosion
[[0.12623007 0.34447904 0.29556845 0.39901459]],[[0.06405013 0.14194212 0.12611685 0.15503004]],[[0.97288214 0.94159525 0.94721582 0.93813413]],[[0.27303138 0.25889865 0.26155142 0.25806675]],[[0.99497186 0.98626914 0.98821779 0.98409532]],[[0.07454613 0.06702851 0.06840914 0.06659845]],nocorrosion
[[0.78       2.32692921 1.78595238 2.19391741]],[[0.23063492 0.46364796 0.38293651 0.44897959]],[[0.91995719 0.87583219 0.8915709  0.87747621]],[[0.66921917 0.66471559 0.67067576 0.66412083]],[[0.97392252 0.92244794 0.94029086 0.92688096]],[[0.44785429 0.44184682 0.44980597 0.44105648]],nocorrosion
[[1.48482317 4.9987402  5.25033867 6.53195489]],[[0.54982695 1.14895617 1.14618695 1.29991201]],[[0.79395468 0.66137377 0.66974404 0.64774783]],[[0.22730795 0.19287041 0.19527965 0.19087333]],[[0.95131345 0.83620306 0.82806364 0.78592989]],[[0.0516689  0.037199   0.03813414 0.03643263]],nocorrosion
[[1.30710645 3.08973924 2.58565183 3.27544931]],[[0.31333005 0.53495252 0.47553058 0.55407951]],[[0.90129621 0.86171435 0.87566066 0.85946642]],[[0.35900182 0.34871685 0.3526027  0.34885065]],[[0.96149236 0.90899781 0.92383062 0.90352809]],[[0.12888231 0.12160344 0.12432866 0.12169678]],nocorrosion
[[0.58122882 0.83080923 0.39194628 0.84500887]],[[0.19411433 0.24340665 0.12618002 0.24410696]],[[0.92601382 0.91273949 0.9533112  0.91295021]],[[0.47712236 0.47304108 0.48413198 0.47311191]],[[0.96689864 0.95273597 0.9776861  0.95192817]],[[0.22764575 0.22376786 0.23438378 0.22383487]],nocorrosion
[[0.65251877 1.21345745 0.92593159 1.51768762]],[[0.45116208 0.66991217 0.57241657 0.76854832]],[[0.79425979 0.71710123 0.74838061 0.68674372]],[[0.30218878 0.27900277 0.28984358 0.27356437]],[[0.95393476 0.914334   0.93462701 0.89285716]],[[0.09131806 0.07784254 0.0840093  0.07483746]],nocorrosion
[[0.82325869 1.79442093 1.26621872 1.79480858]],[[0.3452973  0.58225179 0.45849552 0.57935216]],[[0.85971779 0.79020918 0.82790068 0.79115399]],[[0.3144225  0.29025562 0.3018675  0.29011109]],[[0.98161888 0.95990615 0.97177903 0.95985559]],[[0.09886151 0.08424833 0.09112399 0.08416444]],nocorrosion
[[1.29570073 2.1632302  1.61180214 2.69750731]],[[0.47245424 0.64267037 0.59784492 0.81584024]],[[0.82467893 0.78241254 0.78073836 0.73209868]],[[0.22701392 0.2145996  0.21541179 0.20180866]],[[0.96019432 0.93352974 0.95046932 0.91710631]],[[0.05153532 0.04605299 0.04640224 0.04072673]],nocorrosion
[[1.67349677 3.48241342 2.69902357 3.22984196]],[[0.69898002 1.05866233 0.908881   1.03481663]],[[0.73091635 0.64752777 0.68402479 0.65017562]],[[0.19557892 0.17643979 0.18600556 0.17653036]],[[0.95156558 0.89927408 0.92189261 0.90658014]],[[0.03825112 0.031131   0.03459807 0.03116297]],nocorrosion
[[2.89961605 7.1171997  4.02277986 4.27802906]],[[1.05542404 1.79726214 1.26346445 1.33278629]],[[0.61889563 0.46927558 0.57561285 0.55612379]],[[0.13168477 0.10446986 0.12271758 0.1177563 ]],[[0.91019318 0.77980354 0.87548208 0.86764406]],[[0.01734088 0.01091395 0.01505961 0.01386655]],nocorrosion
[[0.63326653 3.06634124 2.75622995 3.20073302]],[[0.29379292 0.90252698 0.83050802 0.91951818]],[[0.87947251 0.7093066  0.72754003 0.70515764]],[[0.25039294 0.19722152 0.2029168  0.19610041]],[[0.96784649 0.8445191  0.86024948 0.83769859]],[[0.06269662 0.03889633 0.04117523 0.03845537]],nocorrosion
[[0.65067674 1.57807093 1.24969392 1.57091843]],[[0.29566596 0.55742275 0.48706967 0.54567227]],[[0.87694117 0.79639924 0.81664343 0.80144657]],[[0.2736665  0.24664115 0.2534804  0.24786414]],[[0.97024871 0.92779867 0.94280045 0.92812784]],[[0.07489335 0.06083186 0.06425231 0.06143663]],nocorrosion
[[1.01768156 2.08995429 1.51408674 2.16723711]],[[0.47835653 0.77204801 0.63583891 0.79545792]],[[0.80491964 0.71817388 0.75438956 0.71106125]],[[0.22072378 0.19216488 0.20307355 0.19037144]],[[0.95161669 0.90066151 0.92804646 0.89698821]],[[0.04871899 0.03692734 0.04123887 0.03624128]],nocorrosion
[[2.21725632 3.62559414 2.11223813 3.41153609]],[[0.82530297 1.11716929 0.85341294 1.07869174]],[[0.6983661  0.6290682  0.68055507 0.63700375]],[[0.15239171 0.13668086 0.1487243  0.13856567]],[[0.94762835 0.91438514 0.95017123 0.91943996]],[[0.02322323 0.01868166 0.02211892 0.01920045]],nocorrosion
[[0.31930327 0.4594938  0.31201545 0.5748487 ]],[[0.14345623 0.18440543 0.13157301 0.19796187]],[[0.94126964 0.9273571  0.94738182 0.92509152]],[[0.27068248 0.26574514 0.27491419 0.26478834]],[[0.99042704 0.98622076 0.99064154 0.98275771]],[[0.07326901 0.07062048 0.07557781 0.07011287]],nocorrosion
[[2.70866299 3.30495642 2.93160222 4.07235812]],[[0.9907696  1.01857654 1.03214836 1.1225248 ]],[[0.6454559  0.65289263 0.63683813 0.63899506]],[[0.15954163 0.16036937 0.15729    0.1579162 ]],[[0.85510793 0.82299793 0.84287364 0.78188086]],[[0.02545353 0.02571833 0.02474014 0.02493753]],nocorrosion
[[0.19709105 0.46685752 0.31423445 0.38405638]],[[0.11010161 0.17220876 0.14294258 0.1568337 ]],[[0.9529024  0.93640033 0.94372467 0.94023349]],[[0.71142186 0.70527775 0.70988992 0.70562173]],[[0.99342702 0.98448188 0.98952464 0.98723415]],[[0.50612106 0.49741671 0.5039437  0.49790203]],nocorrosion
[[0.08920164 0.20709935 0.13477423 0.18128965]],[[0.06631482 0.14306238 0.11131775 0.12820836]],[[0.96910052 0.93447253 0.94665366 0.94081628]],[[0.51048851 0.50056247 0.50518948 0.50125159]],[[0.99645206 0.9917728  0.99463911 0.99279811]],[[0.26059852 0.25056279 0.25521641 0.25125316]],nocorrosion
